VK;Wort;Prozent;Worteinordnung;filtername;kommt von…;Anmerkung;Sprache;schon bearbeitet
2;MOVEMENT;0.05 %;entlehnung;;bewegung;;e;x
2;VERLIES;0.05 %;;;;unwichtig;;x
2;0/6;0.05 %;;;;unwichtig;;x
2;ITL;0.05 %;mischkurzwort;itemlevel;itemstufe;filter1;e;x
2;TOLLEN;0.05 %;;;;unwichtig;;x
2;485GS;0.05 %;;;;ersetzt;;x
2;RT1}{RT2}{RT3}{RT4}KAUFE;0.05 %;;;;unwichtig;;x
2;WARRI,DUDU;0.05 %;;;;ersetzt;;x
2;WARRI,DUDU,MONK;0.05 %;;;;ersetzt;;x
2;25G/STACK;0.05 %;;;;ersetzt;;x
2;EXP!!SEHR;0.05 %;;;;ersetzt;;x
2;MODE]LFM;0.05 %;;;;ersetzt;;x
2;RT4}{RT3}{RT2}{RT1;0.05 %;;;;unwichtig;;x
2;ABNAHME;0.05 %;;;;unwichtig;;x
2;DDFOR;0.05 %;;;;ersetzt;;x
2;CLAYMORE;0.05 %;;;;unwichtig;;x
2;WüRD;0.05 %;;;;unwichtig;;x
2;50%;0.05 %;;;;unwichtig;;x
2;TEEPFLANZE;0.05 %;;;;unwichtig;;x
2;ARE;0.05 %;;;;unwichtig;;x
2;XP1,9K;0.05 %;;;;ersetzt;;x
2;CRANES;0.05 %;;;;unwichtig;;x
2;THREE;0.05 %;;;;unwichtig;;x
2;ILEVEL;0.05 %;partielles kurzwort;itemlevel;itemstufe;filter1;e;x
2;GROßKAISERIN;0.05 %;;;;unwichtig;;x
2;AMBER;0.05 %;;;;unwichtig;;x
2;NICE;0.05 %;;;;unwichtig;;x
2;PLüNDERANG;0.05 %;;;;unwichtig;;x
2;FC/DD;0.05 %;;;;ersetzt;;x
2;BEDARF;0.05 %;;;;unwichtig;;x
2;BESTE;0.05 %;;;;unwichtig;;x
2;INSCHRIFTLER;0.05 %;kopfwort;;inschriftenkunde;;;x
2;SCHäDELFLAMMENSCHILD;0.05 %;;;;unwichtig;;x
2;HILFT;0.05 %;;;;unwichtig;;x
2;VERSCHIEDENE;0.05 %;;;;unwichtig;;x
2;SPIELVERSTäNDNIS;0.05 %;;;;unwichtig;;x
2;1XDD;0.05 %;;;;ersetzt;;x
2;04.Apr;0.05 %;;;;unwichtig;;x
2;LUFTGEIST;0.05 %;;;;unwichtig;;x
2;SPECCS;0.05 %;kopfwort;spezialisierung;spezialisierung;filter1;e;x
2;DD-SPECC;0.05 %;mischkurzwort;ddspec;talentspezialisierung ausgelegt auf schaden;filter1;e;x
2;WAFFENKRIEGER(DD;0.05 %;;;;ersetzt;;x
2;FOLGENDE;0.05 %;;;;unwichtig;;x
2;16/16NH;0.05 %;;;;ersetzt;;x
2;SPOTTBILLIG;0.05 %;;;;unwichtig;;x
2;460GS;0.05 %;;;;ersetzt;;x
2;DAN;0.05 %;;;;unwichtig;;x
2;POINTS;0.05 %;entlehnung;;punkte;;e;x
2;2.1LR;0.05 %;;;;ersetzt;;x
2;EROBERUNGSPKTE;0.05 %;;;;unwichtig;;x
2;HERSTELLEN;0.05 %;;;;unwichtig;;x
2;2200/2400;0.05 %;;;;unwichtig;;x
2;HILF;0.05 %;;;;unwichtig;;x
2;LR:1464;0.05 %;;;;ersetzt;;x
2;EQUIP.SKYPE;0.05 %;;;;ersetzt;;x
2;SEELENSPLITTER;0.05 %;;;;unwichtig;;x
2;ANSCHLUß;0.05 %;;;;unwichtig;;x
2;LOOTCODE;0.05 %;;;;unwichtig;;x
2;RAIDPROGRESS;0.05 %;entlehnung;;schlachtzugsfortschritt;;e;x
2;PLSW/ME;0.05 %;;;;ersetzt;;x
2;EINLöSEN;0.05 %;;;;unwichtig;;x
2;WOLLT;0.05 %;;;;unwichtig;;x
2;WW-MONK;0.05 %;partielles kurzwort;;mönch mit windläuferfertigkeitsbaum;klasse;e;x
2;RBGBOOSTINGRUSO;0.05 %;;;;unwichtig;;x
2;MANN;0.05 %;;;;unwichtig;;x
2;WOCHE.REITTIERE.16;0.05 %;;;;unwichtig;;x
2;ZIEHEN;0.05 %;;;;unwichtig;;x
2;KILL&MOUNT;0.05 %;;;;ersetzt;;x
2;ZUGRIFF;0.05 %;;;;unwichtig;;x
2;URMONDSTOFFGüRTEL;0.05 %;;;;unwichtig;;x
2;RARMOB;0.05 %;entlehnung;;seltenes monster;;e;x
2;HOL;0.05 %;;;;unwichtig;;x
2;WEITEREN;0.05 %;;;;unwichtig;;x
2;SICHER;0.05 %;;;;unwichtig;;x
2;LEGION;0.05 %;;;;unwichtig;;x
2;URMONDSTOFFROBE,URMONDSTOFFSCHULTERN;0.05 %;;;;unwichtig;;x
2;SPECTRALTIGER;0.05 %;;;;unwichtig;;x
2;DEVIAT;0.05 %;;;;unwichtig;;x
2;WM;0.05 %;;;;ersetzt;;x
2;GEISTERKLINGENDEZIMATOR;0.05 %;;;;unwichtig;;x
2;TSG;0.05 %;initialkurzwort;;arenakombination;;e;x
2;484GS;0.05 %;;;;ersetzt;;x
2;VORBEI;0.05 %;;;;unwichtig;;x
2;2.3XP;0.05 %;;;;ersetzt;;x
2;GüRTEL;0.05 %;;;;unwichtig;;x
2;FEUER;0.05 %;;;;unwichtig;;x
2;ACC-SHARING.3300;0.05 %;;;;ersetzt;;x
2;DEBUFF;0.05 %;entlehnung;;schadhafter zauber;;e;x
2;KLOSTER;0.05 %;;;;unwichtig;;x
2;EROBERERS;0.05 %;;;;unwichtig;;x
2;SUPREME;0.05 %;;;;unwichtig;;x
2;BZW;0.05 %;;;;unwichtig;;x
2;RAFFEN;0.05 %;;;;unwichtig;;x
2;WIEVIEL;0.05 %;;;;unwichtig;;x
2;WMP;0.05 %;initialkurzwort;;arenakombination;;e;x
2;GEHE;0.05 %;;;;unwichtig;;x
2;ULTRAXION;0.05 %;;;;unwichtig;;x
2;PIKANTES;0.05 %;;;;unwichtig;;x
2;OOZE;0.05 %;;;;unwichtig;;x
2;FAILER;0.05 %;entlehnung;;jemand, der fehler macht;;e;x
2;250G;0.05 %;;;;unwichtig;;x
2;ABTRüNNIGEN;0.05 %;;;;unwichtig;;x
2;WWW.NARCOTIC-EU.ENJIN.COM;0.05 %;;;;unwichtig;;x
2;BEGONNEN;0.05 %;;;;unwichtig;;x
2;GRAD;0.05 %;;;;unwichtig;;x
2;SERVERN;0.05 %;;;;unwichtig;;x
2;*;0.05 %;;;;unwichtig;;x
2;RT1}{RT1}NARCOTIC{RT1}{RT1;0.05 %;;;;unwichtig;;x
2;SPART;0.05 %;;;;unwichtig;;x
2;08.Aug;0.05 %;;;;unwichtig;;x
1;BUCH;0.03 %;;;;unwichtig;;x
1;SIEBEN;0.03 %;;;;unwichtig;;x
1;AUSDRUCKSWEISE;0.03 %;;;;unwichtig;;x
1;EIG;0.03 %;kopfwort;;eigentlich;;;x
1;STURMWIND;0.03 %;;;;unwichtig;;x
1;ARMA;0.03 %;;;;unwichtig;;x
1;STYLEITEMSAMMLER;0.03 %;;;;unwichtig;;x
1;490-Z-15/16NHC;0.03 %;;;;ersetzt;;x
1;60GER;0.03 %;;;;unwichtig;;x
1;SKAARJ;0.03 %;;;;unwichtig;;x
1;WARR/FROST;0.03 %;;;;ersetzt;;x
1;FAMILIäRE;0.03 %;;;;unwichtig;;x
1;SETS;0.03 %;;;;unwichtig;;x
1;HEAL/WW-MONK;0.03 %;;;;ersetzt;;x
1;ÄONENERDE;0.03 %;;;;unwichtig;;x
1;AQ20;0.03 %;initialkurzwort;;;instanz;;x
1;SCHAUT;0.03 %;;;;unwichtig;;x
1;WILLST../W;0.03 %;;;;ersetzt;;x
1;LUSTIGEM;0.03 %;;;;unwichtig;;x
1;TITANIUM;0.03 %;;;;unwichtig;;x
1;Feb.16;0.03 %;;;;unwichtig;;x
1;UNPASSENDER;0.03 %;;;;unwichtig;;x
1;SUPERBAD;0.03 %;;;;unwichtig;;x
1;LOHNEN;0.03 %;;;;unwichtig;;x
1;RADORIENTIERTE;0.03 %;;;;unwichtig;;x
1;SAMMELT;0.03 %;;;;unwichtig;;x
1;1530/GS;0.03 %;;;;ersetzt;;x
1;0,10%;0.03 %;;;;unwichtig;;x
1;HPAL;0.03 %;mischkurzwort;paladin-heilig;paladin mit heiligfertigkeitsbaum;klasse;;x
1;HINSICHTLICH;0.03 %;;;;unwichtig;;x
1;SKARABäEN;0.03 %;;;;unwichtig;;x
1;10ER-STAMM;0.03 %;;;;ersetzt;;x
1;1DDLFM;0.03 %;;;;ersetzt;;x
1;MELDUNG;0.03 %;;;;unwichtig;;x
1;GEWEHR;0.03 %;;;;unwichtig;;x
1;HUNTE;0.03 %;;;;ersetzt;;x
1;2400XP;0.03 %;;;;unwichtig;;x
1;FC+3HEILER;0.03 %;;;;ersetzt;;x
1;FRIST;0.03 %;;;;unwichtig;;x
1;SILBERKUGELN;0.03 %;;;;unwichtig;;x
1;GöTZEN;0.03 %;;;;unwichtig;;x
1;OBSIDIUMSPALTER;0.03 %;;;;unwichtig;;x
1;VERZAUBERUNGS-/ENTZAUBERUNGSKüNSTE;0.03 %;;;;ersetzt;;x
1;CAPß;0.03 %;;;;ersetzt;;x
1;SHADOWCLEAVE;0.03 %;entlehnung;;arenaskillung;;e;x
1;ANWESEND;0.03 %;;;;unwichtig;;x
1;FRAGEN../ME;0.03 %;;;;ersetzt;;x
1;DAYZ;0.03 %;;;;unwichtig;;x
1;BUCK;0.03 %;;;;unwichtig;;x
1;KRIEGER-TANK;0.03 %;;;;ersetzt;;x
1;CAPEN;0.03 %;;;;ersetzt;;x
1;RAPTOR150K;0.03 %;;;;unwichtig;;x
1;OLDSCHOOL-RAIDS;0.03 %;entlehnung;;klassische schlachtzüge;;e;x
1;ELE-SCHAMI;0.03 %;mischkurzwort;schamane-elementar;schamane mit elementarfertigkeitsbaum;klasse;;x
1;ORE;0.03 %;;;;unwichtig;;x
1;POWNTFUUL;0.03 %;;;;unwichtig;;x
1;RSHAMAN/HPALLY;0.03 %;;;;ersetzt;;x
1;KUH!SCHEISSE;0.03 %;;;;unwichtig;;x
1;1,7KLR;0.03 %;;;;ersetzt;;x
1;ROWANS;0.03 %;;;;unwichtig;;x
1;MAGST;0.03 %;;;;unwichtig;;x
1;2.1K;0.03 %;;;;unwichtig;;x
1;II;0.03 %;;;;unwichtig;;x
1;ZUKüNFITGEN;0.03 %;;;;unwichtig;;x
1;HEIELR;0.03 %;;;;ersetzt;;x
1;BEHERRSCHST;0.03 %;;;;unwichtig;;x
1;4-5X;0.03 %;;;;unwichtig;;x
1;ZUVERLäSSIG;0.03 %;;;;unwichtig;;x
1;FANGEN;0.03 %;;;;unwichtig;;x
1;3ON3/5ON3;0.03 %;;;;unwichtig;;x
1;1'7;0.03 %;;;;unwichtig;;x
1;NEUFAUFBAU;0.03 %;;;;unwichtig;;x
1;FARMER;0.03 %;entlehnung;;sammler;;e;x
1;DEINE;0.03 %;;;;unwichtig;;x
1;3V3-MATES;0.03 %;;;;ersetzt;;x
1;2K+XP;0.03 %;;;;ersetzt;;x
1;EUREN;0.03 %;;;;unwichtig;;x
1;AOP<;0.03 %;;;;unwichtig;;x
1;KLOPPEN;0.03 %;;;;unwichtig;;x
1;DINSTE;0.03 %;;;;unwichtig;;x
1;ME4INFOS;0.03 %;;;;ersetzt;;x
1;INT;0.03 %;kopfwort;;intelligenz;;;x
1;OFFEN=;0.03 %;;;;unwichtig;;x
1;486ER;0.03 %;;;;unwichtig;;x
1;RDRUIDE;0.03 %;;;;ersetzt;;x
1;DISZI/SHADOW;0.03 %;;;;ersetzt;;x
1;LR1,9;0.03 %;;;;ersetzt;;x
1;DACHGESCHOSS;0.03 %;;;;unwichtig;;x
1;29G;0.03 %;;;;unwichtig;;x
1;NACHTSTEIN;0.03 %;;;;unwichtig;;x
1;UH;0.03 %;;;;unwichtig;;x
1;HANDGELENKPLATTEN;0.03 %;;;;unwichtig;;x
1;STÜRME;0.03 %;;;;unwichtig;;x
1;GEPUSHTE;0.03 %;entlehnung;vorantreiben;vorantreiben;;e;x
1;WL,SHADOW,EULE;0.03 %;;;;ersetzt;;x
1;S13;0.03 %;;;;unwichtig;;x
1;PN;0.03 %;initialkurzwort;;private nachricht;;;x
1;ALAR;0.03 %;;;;unwichtig;;x
1;LVLN/PVP/INI´S;0.03 %;;;;ersetzt;;x
1;DDS(DK;0.03 %;;;;ersetzt;;x
1;RANKS;0.03 %;;;;unwichtig;;x
1;DRINNE;0.03 %;;;;unwichtig;;x
1;AAR;0.03 %;;;;unwichtig;;x
1;DROOPT;0.03 %;;;;ersetzt;;x
1;UPGR;0.03 %;entlehnung;;upgrade;;e;x
1;FREIE;0.03 %;;;;unwichtig;;x
1;GRUPPE/3ER;0.03 %;;;;ersetzt;;x
1;FULLGEAR+T2;0.03 %;;;;ersetzt;;x
1;GEHABT;0.03 %;;;;unwichtig;;x
1;WAFFE(2/2;0.03 %;;;;unwichtig;;x
1;PLäNE;0.03 %;;;;unwichtig;;x
1;INFO'S;0.03 %;;;;unwichtig;;x
1;GLäNZENDER;0.03 %;;;;unwichtig;;x
1;JEM;0.03 %;kopfwort;;jemand;;;x
1;SUCHEB;0.03 %;;;;ersetzt;;x
1;GILDENKILMA;0.03 %;;;;unwichtig;;x
1;FREUNDLICHES;0.03 %;;;;unwichtig;;x
1;HILFSBEREITE;0.03 %;;;;unwichtig;;x
1;PVESTAMM;0.03 %;;;;ersetzt;;x
1;BEREICH;0.03 %;;;;unwichtig;;x
1;NAPS;0.03 %;entlehnung;;noob/anfänger;;e;x
1;CHAOZ;0.03 %;;;;unwichtig;;x
1;1XDK;0.03 %;;;;ersetzt;;x
1;DUCES;0.03 %;;;;unwichtig;;x
1;GEBüHREN;0.03 %;;;;unwichtig;;x
1;HEALDROOD/SHADOW/MAGE;0.03 %;;;;ersetzt;;x
1;GRößERE;0.03 %;;;;unwichtig;;x
1;MENGEN;0.03 %;;;;unwichtig;;x
1;HEALDUDU;0.03 %;mischkurzwort;druide-wiederherstellung;druide mit wiederherstellungsfertigkeitsbaum;klasse;e;x
1;PLS!W;0.03 %;;;;ersetzt;;x
1;CAPP;0.03 %;;;;ersetzt;;x
1;EINSATZ;0.03 %;;;;unwichtig;;x
1;GS,W;0.03 %;;;;ersetzt;;x
1;REIFERE;0.03 %;;;;unwichtig;;x
1;SUCHGE;0.03 %;;;;ersetzt;;x
1;WEAP;0.03 %;;;;unwichtig;;x
1;BUSINESS;0.03 %;;;;unwichtig;;x
1;PAYPAL;0.03 %;;;;unwichtig;;x
1;ME!<;0.03 %;;;;ersetzt;;x
1;üRFELROULETT;0.03 %;;;;unwichtig;;x
1;STAMMGRUPPEN;0.03 %;;;;ersetzt;;x
1;1XRESTOSCHAMI;0.03 %;;;;ersetzt;;x
1;MEELES;0.03 %;;;;ersetzt;;x
1;HOLYPRIEST;0.03 %;entlehnung;priester-heilig;priester mit heiligfertigkeitsbaum;klasse;e;x
1;NEUGEGRüNDETE;0.03 %;;;;unwichtig;;x
1;ÄTHERISCHER;0.03 %;;;;unwichtig;;x
1;<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<;0.03 %;;;;unwichtig;;x
1;@;0.03 %;;;;unwichtig;;x
1;1700-1900;0.03 %;;;;unwichtig;;x
1;UMHAUEN;0.03 %;;;;unwichtig;;x
1;DD´S.../W;0.03 %;;;;ersetzt;;x
1;SPäTERE;0.03 %;;;;unwichtig;;x
1;HEXA;0.03 %;;;;ersetzt;;x
1;DEATHMAGNETIC;0.03 %;;;;unwichtig;;x
1;GRO;0.03 %;;;;unwichtig;;x
1;2030LR;0.03 %;;;;ersetzt;;x
1;DOTLOCK/DESTRO+RSHAMY;0.03 %;;;;ersetzt;;x
1;LUPôRUM;0.03 %;;;;unwichtig;;x
1;ANTWORTET;0.03 %;;;;unwichtig;;x
1;WWW.CHAOZ-PUR.DE;0.03 %;;;;unwichtig;;x
1;BEWIRB;0.03 %;;;;unwichtig;;x
1;RANGEDDS;0.03 %;entlehnung;distanzkämpfer;distanzkämpfer;filter1;e;x
1;CHAR.1;0.03 %;;;;ersetzt;;x
1;10ER,MIN;0.03 %;;;;ersetzt;;x
1;SAH;0.03 %;;;;unwichtig;;x
1;CASINO;0.03 %;;;;unwichtig;;x
1;"ASCEND""4/6HC";0.03 %;;;;ersetzt;;x
1;2/4,W;0.03 %;;;;ersetzt;;x
1;1HEALER;0.03 %;;;;ersetzt;;x
1;NENTANK;0.03 %;;;;ersetzt;;x
1;MONATLICHE;0.03 %;;;;unwichtig;;x
1;LFFROST;0.03 %;;;;ersetzt;;x
1;GILDENTREFFEN;0.03 %;;;;unwichtig;;x
1;LUSTIGEN;0.03 %;;;;unwichtig;;x
1;SHAM/DRUID;0.03 %;;;;ersetzt;;x
1;HOLYPALA(470;0.03 %;;;;ersetzt;;x
1;SWORD;0.03 %;;;;unwichtig;;x
1;COMBO;0.03 %;;;;unwichtig;;x
1;"*&^%$#@!~!@#$%^&*()_+{}|?>?:""";0.03 %;;;;unwichtig;;x
1;F/UH;0.03 %;;;;unwichtig;;x
1;MALDO'S;0.03 %;;;;unwichtig;;x
1;KLASSEN(2.35;0.03 %;;;;unwichtig;;x
1;GEWINNEN;0.03 %;;;;unwichtig;;x
1;FINDE;0.03 %;;;;unwichtig;;x
1;495GS;0.03 %;;;;ersetzt;;x
1;EIGENES;0.03 %;;;;unwichtig;;x
1;~;0.03 %;;;;unwichtig;;x
1;GILDENTURNIER;0.03 %;;;;unwichtig;;x
1;ROULETTE;0.03 %;;;;unwichtig;;x
1;VERHäLTNIS;0.03 %;;;;unwichtig;;x
1;Z.B.RAR-HAUSTIERE,GOLDPREISE;0.03 %;;;;unwichtig;;x
1;VERARBEITEN;0.03 %;;;;unwichtig;;x
1;CANE;0.03 %;;;;unwichtig;;x
1;VLL;0.03 %;mischkurzwort;;vielleicht;;;x
1;GS476/LR1530;0.03 %;;;;ersetzt;;x
1;WERE;0.03 %;;;;unwichtig;;x
1;SCHLECHT;0.03 %;;;;unwichtig;;x
1;MAGE/EULE;0.03 %;;;;ersetzt;;x
1;2,3K+EXP;0.03 %;;;;ersetzt;;x
1;EQP;0.03 %;;;;ersetzt;;x
1;SCHNEL;0.03 %;;;;unwichtig;;x
1;NAVH;0.03 %;;;;unwichtig;;x
1;MöGLICHST;0.03 %;;;;unwichtig;;x
1;EINGESPIELTE;0.03 %;;;;unwichtig;;x
1;ZUSAMMENSEIN;0.03 %;;;;unwichtig;;x
1;Mai.16;0.03 %;;;;unwichtig;;x
1;2.1-2.3;0.03 %;;;;unwichtig;;x
1;1530LR;0.03 %;;;;ersetzt;;x
1;GEFLüGELTER;0.03 %;;;;unwichtig;;x
1;HIMMELSROSS;0.03 %;;;;unwichtig;;x
1;JEMADN;0.03 %;;;;unwichtig;;x
1;FEHLT;0.03 %;;;;unwichtig;;x
1;8G;0.03 %;;;;unwichtig;;x
1;HPALA&RSCHAMI;0.03 %;;;;ersetzt;;x
1;WIZARDRY;0.03 %;;;;unwichtig;;x
1;BLADE;0.03 %;;;;unwichtig;;x
1;HOSEN;0.03 %;;;;unwichtig;;x
1;STREITROSS;0.03 %;;;;unwichtig;;x
1;UND476;0.03 %;;;;unwichtig;;x
1;VERANSTALTEN;0.03 %;;;;unwichtig;;x
1;TYRAELS;0.03 %;;;;unwichtig;;x
1;TOKEN;0.03 %;entlehnung;;münze;;e;x
1;GEISTEREISENSCHLIEßKASSETTEAUFMACHEN;0.03 %;;;;unwichtig;;x
1;ILVL480;0.03 %;;;;ersetzt;;x
1;DISC/HOLY;0.03 %;;;;ersetzt;;x
1;FESTES;0.03 %;;;;unwichtig;;x
1;EBEND;0.03 %;;;;unwichtig;;x
1;WARRI/HUNTER;0.03 %;;;;ersetzt;;x
1;TITANENWACHE;0.03 %;;;;unwichtig;;x
1;TOCKEN;0.03 %;;;;ersetzt;;x
1;DIVERSE;0.03 %;;;;unwichtig;;x
1;TAPFERKEITSPUNKTE;0.03 %;;;;unwichtig;;x
1;TAUSHEN;0.03 %;;;;unwichtig;;x
1;SCHATTENLEDERBEINRüSTUNG;0.03 %;;;;unwichtig;;x
1;VZVZVZVZVZVZVZVZVZVZVZVZ;0.03 %;iteration;;;;;x
1;BISSI;0.03 %;;;;unwichtig;;x
1;GEPUSHTEN;0.03 %;entlehnung;vorantreiben;vorantreiben;;e;x
1;PREISEN;0.03 %;;;;unwichtig;;x
1;MELLEE;0.03 %;;;;ersetzt;;x
1;HELDENRUHM;0.03 %;;;;unwichtig;;x
1;SOO;0.03 %;;;;unwichtig;;x
1;LIE;0.03 %;;;;unwichtig;;x
1;THX;0.03 %;mischkurzwort;;danke;;e;x
1;ROGUE/KRIEGER/EULE/MAGE;0.03 %;;;;ersetzt;;x
1;DD/FC;0.03 %;;;;ersetzt;;x
1;1713LR;0.03 %;;;;ersetzt;;x
1;HEALPALA+WARRI;0.03 %;;;;ersetzt;;x
1;VERLIEREN;0.03 %;;;;unwichtig;;x
1;HUNT;0.03 %;;;;ersetzt;;x
1;F-DK;0.03 %;initialkurzwort;todesritter-frost;todesritter mit frostfertigkeitsbaum;klasse;e;x
1;AXE;0.03 %;;;;unwichtig;;x
1;CRYSTAL;0.03 %;;;;unwichtig;;x
1;LR1530/GS476;0.03 %;;;;ersetzt;;x
1;SPAßß;0.03 %;;;;unwichtig;;x
1;LR1530/GS;0.03 %;;;;ersetzt;;x
1;RSHAMIR;0.03 %;;;;ersetzt;;x
1;EIGENDLICH;0.03 %;;;;unwichtig;;x
1;DEEPS;0.03 %;;;;unwichtig;;x
1;UNVERWüSTLICHES;0.03 %;;;;unwichtig;;x
1;VORRAUSGESETZT;0.03 %;;;;unwichtig;;x
1;SINGING;0.03 %;;;;unwichtig;;x
1;ORIENTIERTEN;0.03 %;;;;unwichtig;;x
1;NAXX25;0.03 %;kopfwort;;naxxramas;instanz;;x
1;KAN;0.03 %;;;;unwichtig;;x
1;HEALL;0.03 %;;;;ersetzt;;x
1;CLASS;0.03 %;entlehnung;;klasse;;e;x
1;CARDS;0.03 %;entlehnung;;karten;;e;x
1;äMONENAUGE;0.03 %;;;;unwichtig;;x
1;MDMA;0.03 %;;;;unwichtig;;x
1;SEMI-PROGRESS;0.03 %;entlehnung;;mittelmässiger fortschritt;;e;x
1;SHARING;0.03 %;entlehnung;;teilen;;e;x
1;SEINEN;0.03 %;;;;unwichtig;;x
1;PIRATES;0.03 %;;;;unwichtig;;x
1;MULTIKILL;0.03 %;entlehnung;;multiple tötung;;e;x
1;HTTP://WWW.FLAWLESS-GAMING.NET;0.03 %;;;;unwichtig;;x
1;SCHäRPE;0.03 %;;;;unwichtig;;x
1;URALTEN;0.03 %;;;;unwichtig;;x
1;KRAFT;0.03 %;;;;unwichtig;;x
1;85-89GER;0.03 %;;;;unwichtig;;x
1;JADESCHLANGE;0.03 %;;;;unwichtig;;x
1;PENNEN;0.03 %;;;;unwichtig;;x
1;KENNEN;0.03 %;;;;unwichtig;;x
1;HEIR;0.03 %;;;;unwichtig;;x
1;ISS;0.03 %;;;;unwichtig;;x
1;PTR;0.03 %;initialkurzwort;;patch test realm;;e;x
1;GEISTERKöNIGE;0.03 %;;;;unwichtig;;x
1;PALATANK;0.03 %;;;;ersetzt;;x
1;MELADRIX;0.03 %;;;;unwichtig;;x
1;DäMPFE;0.03 %;;;;unwichtig;;x
1;ALCHEMISTISCHEN;0.03 %;;;;unwichtig;;x
1;MONATE;0.03 %;;;;unwichtig;;x
1;KAPUZE;0.03 %;;;;unwichtig;;x
1;AUFSTEHEN;0.03 %;;;;unwichtig;;x
1;FW;0.03 %;;;;unwichtig;;x
1;STRATH;0.03 %;kopfwort;;stratholme;instanz;;x
1;EINS;0.03 %;;;;unwichtig;;x
1;"X<d< td=""""></d<>";0.03 %;;;;unwichtig;;x
1;KATAKLYSMUS-SCHLACHTZüGLERS;0.03 %;;;;unwichtig;;x
1;HARMONY;0.03 %;;;;unwichtig;;x
1;KRANICH;0.03 %;;;;unwichtig;;x
1;ZAHNRäDER;0.03 %;;;;unwichtig;;x
1;GEMS;0.03 %;entlehnung;;edelsteine;;e;x
1;BELT;0.03 %;;;;unwichtig;;x
1;BUCKLE;0.03 %;;;;unwichtig;;x
1;HALSKETTE;0.03 %;;;;unwichtig;;x
1;ASSI;0.03 %;;;;unwichtig;;x
1;TRICK;0.03 %;;;;unwichtig;;x
1;KAPUTTE;0.03 %;;;;unwichtig;;x
1;STRATH^^;0.03 %;;;;ersetzt;;x
1;WIAPER;0.03 %;;;;unwichtig;;x
1;AUKTION;0.03 %;;;;unwichtig;;x
1;BAUERNFäNGER;0.03 %;;;;unwichtig;;x
1;SULFURONBLOCK;0.03 %;;;;unwichtig;;x
1;ANGEFANGEN;0.03 %;;;;unwichtig;;x
1;NEBELBALGARMSCHIENEN;0.03 %;;;;unwichtig;;x
1;ZEPHIRS;0.03 %;;;;unwichtig;;x
1;JUWESKILLEN;0.03 %;;;;ersetzt;;x
1;450G;0.03 %;;;;unwichtig;;x
1;AUFGESPRUNGEN;0.03 %;;;;unwichtig;;x
1;GREENES;0.03 %;;;;unwichtig;;x
1;25STK;0.03 %;;;;unwichtig;;x
1;KAL;0.03 %;;;;unwichtig;;x
1;ANAR;0.03 %;;;;unwichtig;;x
1;AURORAHOSE;0.03 %;;;;unwichtig;;x
1;3/16HC;0.03 %;;;;ersetzt;;x
1;DISZI/SP;0.03 %;;;;ersetzt;;x
1;AREENA;0.03 %;;;;unwichtig;;x
1;TP;0.03 %;;;;unwichtig;;x
1;GEPLANTE;0.03 %;;;;unwichtig;;x
1;FüRSS;0.03 %;;;;unwichtig;;x
1;ZUG;0.03 %;;;;unwichtig;;x
1;NEED-CLEAREXP;0.03 %;;;;ersetzt;;x
1;AKTUELLER;0.03 %;;;;unwichtig;;x
1;20-23;0.03 %;;;;unwichtig;;x
1;16-20;0.03 %;;;;unwichtig;;x
1;ELE/HEAL;0.03 %;;;;ersetzt;;x
1;HEROIC;0.03 %;entlehnung;heroisch;heroisch;filter1;e;x
1;2ON2/3V3;0.03 %;;;;ersetzt;;x
1;JADE;0.03 %;;;;unwichtig;;x
1;FALCONS;0.03 %;;;;unwichtig;;x
1;WWW.JADE-FALCONS.EU;0.03 %;;;;unwichtig;;x
1;VERZAUBERT;0.03 %;;;;unwichtig;;x
1;LIL;0.03 %;;;;unwichtig;;x
1;SMOKY;0.03 %;;;;unwichtig;;x
1;NICH;0.03 %;;;;unwichtig;;x
1;PROTODRACHENWELPE;0.03 %;;;;unwichtig;;x
1;PHöNIXKüKEN;0.03 %;;;;unwichtig;;x
1;GESOCKELT;0.03 %;;;;unwichtig;;x
1;ZAHNRADEDELSTEINE;0.03 %;;;;unwichtig;;x
1;SECHS;0.03 %;;;;unwichtig;;x
1;WWW.SKYGWOW.COM<<<<<;0.03 %;;;;unwichtig;;x
1;MITSTREITER;0.03 %;;;;unwichtig;;x
1;***;0.03 %;;;;unwichtig;;x
1;BERBIER;0.03 %;;;;unwichtig;;x
1;BERZERKES;0.03 %;;;;unwichtig;;x
1;***DIE;0.03 %;;;;unwichtig;;x
1;ERMESSEN;0.03 %;;;;unwichtig;;x
1;FERSENWO;0.03 %;;;;unwichtig;;x
1;BARBIER;0.03 %;;;;unwichtig;;x
1;FERSEN;0.03 %;;;;unwichtig;;x
1;DEEP;0.03 %;;;;unwichtig;;x
1;GILDEN-KLIMA.TS3;0.03 %;;;;unwichtig;;x
1;RASSE;0.03 %;;;;unwichtig;;x
1;GROß;0.03 %;;;;unwichtig;;x
1;FUNRAIDS;0.03 %;entlehnung;;schlachtzüge nur zum spass;;e;x
1;WIEDERAUFBAU!GEPLANT;0.03 %;;;;unwichtig;;x
1;BLUE;0.03 %;;;;unwichtig;;x
